key,value,acc
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4227236
size_fraction_upper_threshold_sam,>,ERR4227236
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR6093649
size_fraction_upper_threshold_sam,3,ERR6093649
size_fraction_lower_threshold_sam_s_dpl49,3,ERR1879797
size_fraction_upper_threshold_sam,>,ERR1879797
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1759709
size_fraction_upper_threshold_sam,200,ERR1759709
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1879802
size_fraction_upper_threshold_sam,2000,ERR1879802
size_fraction_lower_threshold_sam_s_dpl49,180,ERR562520
size_fraction_upper_threshold_sam,2000,ERR562520
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1756073
size_fraction_upper_threshold_sam,5,ERR1756073
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1756281
size_fraction_upper_threshold_sam,180,ERR1756281
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879812
size_fraction_upper_threshold_sam,3,ERR1879812
size_fraction_lower_threshold_sam_s_dpl49,180,ERR562474
size_fraction_upper_threshold_sam,2000,ERR562474
size_fraction_lower_threshold_sam_s_dpl49,5,ERR562421
size_fraction_upper_threshold_sam,20,ERR562421
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1756264
size_fraction_upper_threshold_sam,20,ERR1756264
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR6090707
size_fraction_upper_threshold_sam,3,ERR6090707
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1700909
size_fraction_upper_threshold_sam,2000,ERR1700909
size_frac_sam,0-0.45 micrometer,SRR9161614
size_frac_sam,0-0.45 micrometer,SRR9161589
size_fraction_lower_threshold_sam_s_dpl49,0.22 um,ERR1855276
size_fraction_sam,1.6-0.2um,SRR948334
filter_fraction__um__sam,0.22 â?? 3,SRR2053301
filter_fraction__um__sam,0.22 â?? 3,SRR2053289
size_frac_sam,NA,SRR14874096
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR4013314
size_fraction_upper_threshold_sam,2.7,ERR4013314
size_fraction_lower_threshold_sam_s_dpl49,0.025,ERR2002408
size_fraction_sam,1.6-0.2um,SRR8075991
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1726926
size_fraction_upper_threshold_sam,2000,ERR1726926
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1726830
size_fraction_upper_threshold_sam,180,ERR1726830
size_fraction_lower_threshold_sam_s_dpl49,<,ERR594382
size_fraction_upper_threshold_sam,0.22,ERR594382
size_fraction_lower_threshold_sam_s_dpl49,<,ERR594412
size_fraction_upper_threshold_sam,0.22,ERR594412
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1726794
size_fraction_upper_threshold_sam,2000,ERR1726794
size_fraction_lower_threshold_sam_s_dpl49,3,ERR1726869
size_fraction_upper_threshold_sam,>,ERR1726869
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1726950
size_fraction_upper_threshold_sam,180,ERR1726950
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1726793
size_fraction_upper_threshold_sam,5,ERR1726793
size_fraction_lower_threshold_sam_s_dpl49,180,ERR4691862
size_fraction_upper_threshold_sam,2000,ERR4691862
size_fraction_lower_threshold_sam_s_dpl49,<,ERR594394
size_fraction_upper_threshold_sam,0.22,ERR594394
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR599335
size_fraction_upper_threshold_sam,5,ERR599335
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599020
size_fraction_upper_threshold_sam,3,ERR599020
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1726679
size_fraction_upper_threshold_sam,>,ERR1726679
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR599322
size_fraction_upper_threshold_sam,5,ERR599322
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1726868
size_fraction_upper_threshold_sam,2000,ERR1726868
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1726791
size_fraction_upper_threshold_sam,180,ERR1726791
size_fraction_lower_threshold_sam_s_dpl49,<,ERR2762157
size_fraction_upper_threshold_sam,0.22,ERR2762157
size_fraction_lower_threshold_sam_s_dpl49,<,ERR2762130
size_fraction_upper_threshold_sam,0.22,ERR2762130
size_fraction_lower_threshold_sam_s_dpl49,180,ERR4691645
size_fraction_upper_threshold_sam,2000,ERR4691645
sample_size_fraction_lower_threshold_sam,extra_value_found,ERR4674660
sample_size_fraction_upper_threshold_sam,extra_value_found,ERR4674660
sample_size_fraction_lower_threshold_sam,extra_value_found,ERR4674749
sample_size_fraction_upper_threshold_sam,no prefiltration,ERR4674749
sample_size_fraction_lower_threshold_sam,extra_value_found,ERR4674735
sample_size_fraction_upper_threshold_sam,extra_value_found,ERR4674735
size_fraction_lower_threshold_sam_s_dpl49,20,ERR562515
size_fraction_upper_threshold_sam,180,ERR562515
sample_protocol__size_fraction_lower_threshold_sam,<,ERR3630683
sample_protocol__size_fraction_upper_threshold_sam,>,ERR3630683
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4227253
size_fraction_upper_threshold_sam,>,ERR4227253
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4227251
size_fraction_upper_threshold_sam,>,ERR4227251
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1759715
size_fraction_upper_threshold_sam,200,ERR1759715
size_fraction_lower_threshold_sam_s_dpl49,3,ERR1879790
size_fraction_upper_threshold_sam,>,ERR1879790
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1879738
size_fraction_upper_threshold_sam,20,ERR1879738
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR6090680
size_fraction_upper_threshold_sam,1.6,ERR6090680
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1879923
size_fraction_upper_threshold_sam,20,ERR1879923
size_fraction_lower_threshold_sam_s_dpl49,20,ERR562462
size_fraction_upper_threshold_sam,180,ERR562462
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4227244
size_fraction_upper_threshold_sam,>,ERR4227244
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR6093609
size_fraction_upper_threshold_sam,3,ERR6093609
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1755892
size_fraction_upper_threshold_sam,180,ERR1755892
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1756082
size_fraction_upper_threshold_sam,180,ERR1756082
size_fraction_lower_threshold_sam_s_dpl49,20,ERR562550
size_fraction_upper_threshold_sam,180,ERR562550
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879806
size_fraction_upper_threshold_sam,>,ERR1879806
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879922
size_fraction_upper_threshold_sam,>,ERR1879922
size_fraction_lower_threshold_sam_s_dpl49,180,ERR3518713
size_fraction_upper_threshold_sam,2000,ERR3518713
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR3518741
size_fraction_upper_threshold_sam,>,ERR3518741
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR6090709
size_fraction_upper_threshold_sam,3,ERR6090709
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4223615
size_fraction_upper_threshold_sam,>,ERR4223615
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1700889
size_fraction_upper_threshold_sam,2000,ERR1700889
size_frac_sam,0-0.45 micrometer,SRR9161579
size_frac_sam,0-0.45 micrometer,SRR9161588
size_frac_sam,0-0.45 micrometer,SRR9161591
size_frac_sam,0-0.45 micrometer,SRR9161567
size_frac_sam,0-0.45 micrometer,SRR9161554
size_fraction_lower_threshold_sam_s_dpl49,0.2,ERR2002401
filter_fraction__um__sam,0.22 â?? 3,SRR2053293
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR4013316
size_fraction_upper_threshold_sam,2.7,ERR4013316
size_fraction_sam,>2.7µm,SRR8062325
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868470
size_fraction_upper_threshold_sam,3,ERR868470
size_fraction_lower_threshold_sam_s_dpl49,<,ERR599341
size_fraction_upper_threshold_sam,0.22,ERR599341
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1726770
size_fraction_upper_threshold_sam,2000,ERR1726770
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599013
size_fraction_upper_threshold_sam,1.6,ERR599013
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4691782
size_fraction_upper_threshold_sam,5,ERR4691782
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1726692
size_fraction_upper_threshold_sam,180,ERR1726692
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1726827
size_fraction_upper_threshold_sam,2000,ERR1726827
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868440
size_fraction_upper_threshold_sam,5,ERR868440
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868496
size_fraction_upper_threshold_sam,5,ERR868496
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1726784
size_fraction_upper_threshold_sam,20,ERR1726784
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR594310
size_fraction_upper_threshold_sam,0.45,ERR594310
size_fraction_lower_threshold_sam_s_dpl49,20,ERR4691819
size_fraction_upper_threshold_sam,180,ERR4691819
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR599267
size_fraction_upper_threshold_sam,>,ERR599267
size_fraction_lower_threshold_sam_s_dpl49,<,ERR2750826
size_fraction_upper_threshold_sam,0.22,ERR2750826
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599077
size_fraction_upper_threshold_sam,3,ERR599077
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1726906
size_fraction_upper_threshold_sam,20,ERR1726906
size_fraction_lower_threshold_sam_s_dpl49,<,ERR599359
size_fraction_upper_threshold_sam,0.22,ERR599359
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4691630
size_fraction_upper_threshold_sam,>,ERR4691630
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4691690
size_fraction_upper_threshold_sam,>,ERR4691690
size_fraction_lower_threshold_sam_s_dpl49,20,ERR4691593
size_fraction_upper_threshold_sam,180,ERR4691593
sample_size_fraction_lower_threshold_sam,0.22,ERR4674174
sample_size_fraction_upper_threshold_sam,no prefiltration,ERR4674174
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1879768
size_fraction_upper_threshold_sam,20,ERR1879768
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1756174
size_fraction_upper_threshold_sam,2000,ERR1756174
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1755951
size_fraction_upper_threshold_sam,20,ERR1755951
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1756217
size_fraction_upper_threshold_sam,2000,ERR1756217
size_fraction_lower_threshold_sam_s_dpl49,20,ERR562675
size_fraction_upper_threshold_sam,180,ERR562675
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR654522
size_fraction_upper_threshold_sam,5,ERR654522
size_fraction_lower_threshold_sam_s_dpl49,3,ERR1879885
size_fraction_upper_threshold_sam,>,ERR1879885
size_fraction_lower_threshold_sam_s_dpl49,5,ERR562403
size_fraction_upper_threshold_sam,20,ERR562403
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1879711
size_fraction_upper_threshold_sam,20,ERR1879711
size_fraction_lower_threshold_sam_s_dpl49,180,ERR562419
size_fraction_upper_threshold_sam,2000,ERR562419
size_fraction_lower_threshold_sam_s_dpl49,20,ERR3518685
size_fraction_upper_threshold_sam,180,ERR3518685
size_fraction_lower_threshold_sam_s_dpl49,180,ERR3518697
size_fraction_upper_threshold_sam,2000,ERR3518697
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR3518771
size_fraction_upper_threshold_sam,>,ERR3518771
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1740328
size_fraction_upper_threshold_sam,5,ERR1740328
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR599225
size_fraction_upper_threshold_sam,200,ERR599225
size_frac_sam,0-0.45 micrometer,SRR9161517
size_frac_sam,0-0.45 micrometer,SRR9161487
size_frac_sam,0-0.45 micrometer,SRR9161488
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR2098388
size_fraction_upper_threshold_sam,3,ERR2098388
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR2098408
size_fraction_upper_threshold_sam,3,ERR2098408
size_frac_sam,NA,SRR14874084
size_fraction_lower_threshold_sam_s_dpl49,100KD,ERR4007816
size_fraction_upper_threshold_sam,0.22,ERR4007816
size_frac_sam,0.22-5.0 micrometer,SRR17470362
size_fraction_sam,0.2-2.7µm,SRR8062343
size_fraction_sam,>2.7µm,SRR8062323
size_fraction_sam,0.2-2.7µm,SRR8062329
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR318620
size_fraction_upper_threshold_sam,1.6,ERR318620
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599126
size_fraction_upper_threshold_sam,3,ERR599126
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR599275
size_fraction_upper_threshold_sam,>,ERR599275
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1726683
size_fraction_upper_threshold_sam,2000,ERR1726683
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR599293
size_fraction_upper_threshold_sam,>,ERR599293
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868422
size_fraction_upper_threshold_sam,5,ERR868422
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4691720
size_fraction_upper_threshold_sam,>,ERR4691720
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR599240
size_fraction_upper_threshold_sam,>,ERR599240
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR598995
size_fraction_upper_threshold_sam,3,ERR598995
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1726963
size_fraction_upper_threshold_sam,180,ERR1726963
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599169
size_fraction_upper_threshold_sam,3,ERR599169
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1726671
size_fraction_upper_threshold_sam,200,ERR1726671
size_fraction_lower_threshold_sam_s_dpl49,<,ERR594364
size_fraction_upper_threshold_sam,0.22,ERR594364
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR599266
size_fraction_upper_threshold_sam,5,ERR599266
size_fraction_lower_threshold_sam_s_dpl49,20,ERR599258
size_fraction_upper_threshold_sam,180,ERR599258
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR3589593
size_fraction_upper_threshold_sam,3,ERR3589593
size_fraction_lower_threshold_sam_s_dpl49,<,ERR2762178
size_fraction_upper_threshold_sam,0.22,ERR2762178
size_fraction_lower_threshold_sam_s_dpl49,<,ERR2762142
size_fraction_upper_threshold_sam,0.22,ERR2762142
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR3589584
size_fraction_upper_threshold_sam,3,ERR3589584
sample_size_fraction_lower_threshold_sam,0.22,ERR4674074
sample_size_fraction_upper_threshold_sam,No prefiltration,ERR4674074
sample_size_fraction_lower_threshold_sam,extra_value_found,ERR4674681
sample_size_fraction_upper_threshold_sam,extra_value_found,ERR4674681
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR654534
size_fraction_upper_threshold_sam,5,ERR654534
size_fraction_lower_threshold_sam_s_dpl49,3,ERR2098500
size_fraction_upper_threshold_sam,20,ERR2098500
size_fraction_upper_threshold_sam,64um,ERR2194466
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4227205
size_fraction_upper_threshold_sam,>,ERR4227205
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4227237
size_fraction_upper_threshold_sam,>,ERR4227237
size_fraction_lower_threshold_sam_s_dpl49,20,ERR562626
size_fraction_upper_threshold_sam,180,ERR562626
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1756235
size_fraction_upper_threshold_sam,180,ERR1756235
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1755947
size_fraction_upper_threshold_sam,2000,ERR1755947
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879816
size_fraction_upper_threshold_sam,3,ERR1879816
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR562678
size_fraction_upper_threshold_sam,5,ERR562678
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1756035
size_fraction_upper_threshold_sam,5,ERR1756035
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879860
size_fraction_upper_threshold_sam,3,ERR1879860
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR6093622
size_fraction_upper_threshold_sam,3,ERR6093622
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR6093613
size_fraction_upper_threshold_sam,3,ERR6093613
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4227232
size_fraction_upper_threshold_sam,>,ERR4227232
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR6093664
size_fraction_upper_threshold_sam,3,ERR6093664
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR562391
size_fraction_upper_threshold_sam,5,ERR562391
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1756242
size_fraction_upper_threshold_sam,2000,ERR1756242
size_fraction_lower_threshold_sam_s_dpl49,5,ERR562594
size_fraction_upper_threshold_sam,20,ERR562594
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1756198
size_fraction_upper_threshold_sam,2000,ERR1756198
size_fraction_lower_threshold_sam_s_dpl49,20,ERR3518761
size_fraction_upper_threshold_sam,180,ERR3518761
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4223603
size_fraction_upper_threshold_sam,>,ERR4223603
size_fraction_lower_threshold_sam_s_dpl49,3,ERR3518726
size_fraction_upper_threshold_sam,20,ERR3518726
filter_fraction_sam,3-20um,SRR13827127
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1700911
size_fraction_upper_threshold_sam,2000,ERR1700911
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR873959
size_fraction_upper_threshold_sam,3,ERR873959
size_fraction_lower_threshold_sam_s_dpl49,5,ERR599226
size_fraction_upper_threshold_sam,20,ERR599226
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1700907
size_fraction_upper_threshold_sam,2000,ERR1700907
size_frac_sam,0-0.45 micrometer,SRR9161595
size_frac_sam,0-0.45 micrometer,SRR9161601
size_frac_sam,0-0.45 micrometer,SRR9161559
size_frac_sam,0-0.45 micrometer,SRR9161603
size_frac_sam,0-0.45 micrometer,SRR9161494
size_frac_sam,0-0.45 micrometer,SRR9161520
size_frac_sam,0-0.45 micrometer,SRR9161568
size_fraction_lower_threshold_sam_s_dpl49,0.22 um,ERR1855267
size_fraction_lower_threshold_sam_s_dpl49,3,ERR2002397
size_fraction_sam,0.2-2.7µm,SRR8062340
size_fraction_sam,1.6-0.2um,SRR8075934
size_frac_sam,5?m,ERR4399080
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4691737
size_fraction_upper_threshold_sam,5,ERR4691737
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1726666
size_fraction_upper_threshold_sam,180,ERR1726666
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4691713
size_fraction_upper_threshold_sam,>,ERR4691713
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599104
size_fraction_upper_threshold_sam,3,ERR599104
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868389
size_fraction_upper_threshold_sam,5,ERR868389
size_fraction_lower_threshold_sam_s_dpl49,20,ERR599333
size_fraction_upper_threshold_sam,180,ERR599333
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868474
size_fraction_upper_threshold_sam,3,ERR868474
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599080
size_fraction_upper_threshold_sam,3,ERR599080
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868481
size_fraction_upper_threshold_sam,5,ERR868481
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599047
size_fraction_upper_threshold_sam,3,ERR599047
size_fraction_lower_threshold_sam_s_dpl49,<,ERR594397
size_fraction_upper_threshold_sam,0.22,ERR594397
size_fraction_lower_threshold_sam_s_dpl49,20,ERR4691810
size_fraction_upper_threshold_sam,180,ERR4691810
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868385
size_fraction_upper_threshold_sam,5,ERR868385
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599056
size_fraction_upper_threshold_sam,3,ERR599056
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1726639
size_fraction_upper_threshold_sam,180,ERR1726639
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1726527
size_fraction_upper_threshold_sam,>,ERR1726527
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1726637
size_fraction_upper_threshold_sam,20,ERR1726637
size_fraction_lower_threshold_sam_s_dpl49,3,ERR4691691
size_fraction_upper_threshold_sam,20,ERR4691691
sample_size_fraction_lower_threshold_sam,extra_value_found,ERR4674672
sample_size_fraction_upper_threshold_sam,extra_value_found,ERR4674672
size_fraction_lower_threshold_sam_s_dpl49,3,ERR2098585
size_fraction_upper_threshold_sam,20,ERR2098585
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR6093643
size_fraction_upper_threshold_sam,3,ERR6093643
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1756254
size_fraction_upper_threshold_sam,5,ERR1756254
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1756222
size_fraction_upper_threshold_sam,5,ERR1756222
size_fraction_lower_threshold_sam_s_dpl49,180,ERR562712
size_fraction_upper_threshold_sam,2000,ERR562712
size_fraction_lower_threshold_sam_s_dpl49,20,ERR562615
size_fraction_upper_threshold_sam,180,ERR562615
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1755966
size_fraction_upper_threshold_sam,180,ERR1755966
